sequence,label
我该入手吗，请老鸟推荐店铺给我器材:OPPO T15[OPPO手机]感光度:100闪光灯:No Flash曝光程序:Program AE器材:OPPO T15[OPPO手机]感光度:100闪光灯:No Flash曝光程序:Program AE,1
请推荐205脚架各位仁兄仁妹：有用过小5脚架的吗？本人在此请各位推荐一款价廉实用的，先谢过了。,1
我想买个冰垫，大侠推荐下RT，发现4411用散热器基本就是摆设，记得上次看到谁说用冰垫好，我也就想买一个试试。去淘宝上看了下，都模棱两可，也没接触过这东西，谁给推荐下？ 不胜感激！,0
小米追求性价比背后对产品质量的摧残！！！（强烈推荐）本人于2016年5月30日花费大批的时间从官网抢得小米5手机一部，之后便开始了如同地狱般的用机体验，简直堪称一部小米5的辛酸血泪史！！！！不多说了先上图满满5次的修理记录，2次死机2次替换主板，1次换机，关键是换,2
刚入松下G5，还没买头，求推荐刚入松下G5，还没买头，求推荐。纠结于松下14-42二代和奥巴1442iir之间，价格悬殊，相差近一倍。不知道拍视频哪个好？来论坛看了G5样片，大失所望，色彩惨不忍睹...比柯达，宾得不知道差了多少，要不是看在视频得分,1
2014年【7月份精华贴作品集锦】【活动及花絮总汇】【推荐作品展】中关村在线摄影大连论坛影友自爆贴请大家发贴时需要注意的几个问题2014年中关村摄影大连论坛活动及花絮总汇(持续更新)..2014年中关村摄影大连论坛首页推荐作品展(持续更新)2014年【1月份精华贴作品集锦】2014年【2月,1
佳能60D外接麦克风推荐！！各位中关村的网友大神们： 这两天刚入手了佳能60D， 对于里面的全高清拍摄我也挺感兴趣的 但是视频的音质效果我想提高一些， 请各位对外接麦克风提提建议， 或是有什么好的品牌推荐， 预算在500元以下，不求很专业,1
7D，18-135，想换镜头，求推荐主要拍拍21个月大的儿子，记录他的成长点滴。求高手推荐！,1
【推荐】╋逆袭之星途璀璨有梦想，只要坚持梦想，努力加油，最后还是那句话要善良，老天总会给你实现梦想的那天,2
想入手小七，推荐个淘宝的店看佳乐福买的人挺多的，有买过的朋友说说他家的东西如何吗，是哪个版本的，电池什么的是原装的吗，固件刷的哪个版本~~不胜感激,1
求大神推荐笔记本移动通信专业 开学上学用 预算5K左右 平时也就玩玩守望,0
想在国庆买台惠普envy系列电脑 求推荐 谢谢先RT，有谁帮我给点建议吗？网上envy型号太多，检索不过来，我平常也就玩玩photoshop和英雄联盟，喜欢听歌，就这点爱好，谁帮忙推荐一下，价格最后不要超过6000+吧！谢谢先,0
隔夜烂草莓要给他的老板推荐RX1，我和他是怎样交流的？原帖是《 公司老大想买相机，我极力推荐热血1号，他以前只用过卡片机，不知道到时我会不会挨骂》 http://forum.xitek.com/thread-1079216-1-1-1.html 我对他说的话1、2、,1
惠普有什么轻薄本可以玩游戏吗?求推荐!偶尔会玩玩2到3个小时的游戏(主要魔兽世界) 非常喜欢惠普这个牌子!请问惠普的轻薄本散热怎么样?以前用过G4 玩游戏比较热且厚!,0
发帖不妨把参数附全，厚道帖将被优先高亮推荐好友们在发帖时都注意到了吧，在帖子发表后PP后面的参数是不齐全的，只有光圈，快门，焦距和感光度，对于高手来说这些基本就够了。但对于高手拍出来的PP我们还是怀有很大的好奇，这种好奇也是算是一种求知欲吧，呵呵,1
求推荐4000左右的学生笔记本如标题,0
求推荐求推荐，要求2000元之内，前置指纹，有红外，NFC，闪充,2
200内大家有什么好的三角架推荐？如题，大家来推荐一下。。。,1
求爸爸推荐主机，爸爸们！求爸爸们推荐主机，可以玩LOL，要是有淘宝可以买到的整机就更好了。,0
"华硕超薄本推荐TP200-05.jpg (357.86 KB, 下载次数: 11)下载附件 2016-11-9 09:14 上传随着轻薄便携笔记本受到更多的用户欢迎，笔记本产品的设计风格也更加多元化。已经推出了多款变形笔记本的华硕，近期为用户再度送上一款入门级",0
14R2528的屏幕可以换1600X900的吗，真心求解，如果可以，求推荐型号。1366X768色彩实在太差了，网上看到以前14寸里面最好的是奇美N140O6-L02，不知道能不能换它，但是好像停产了吧。求大神推荐我可以换的屏幕，谢谢了,0
各位推荐一下适合S205的外接闪光灯网上淘宝都看了看，好像没有适合的闪光灯，望各位推荐，但请各抒己见,1
能不能帮我推荐一款数码相机家用，成像清晰，3000-5000，单反的,1
昨天还给我推荐381，今天一升级，是3876666,2
购买数码相机推荐一下。。。大家好，我想买一个2000到3000元的数码相机，网站上的太多了，我不知道选哪款，不过索尼和佳能的不错，但是这两个品牌的也不少，有没有什么好的推荐，只要方便使用性价比高就行了，先谢谢了！,1
佳能550和500我该选择哪款？达人帮忙推荐下我对单反是一窍不通，绝对小白中的小白，我喜欢旅游，最近要和老婆自驾西藏，所以相入手一部单反，拍拍青藏高原的美丽景色，也喜欢拍流动的物体、人像、等等吧！所以就在550和500之间徘徊，不知道该选择哪款? 还有个,1
帮推荐下··高考完了，运气好好和女友一起中了同一所大学，而且还是选了 同一个专业，我们俩开心了好多天。眼看着八月底就要开学了， 最近家里给了差不多七千块左右给我买本本，而女友本来打算买 台式机，我怕太重她不方便携带,0
推荐一款相机预算2000以内，就家里平时用用，能适应大部分场合，拍出来效果好的，看中佳能ixus210is、佳能sx130is、尼康6000、富士F305EXR，都不知道买哪个，如果有更好的就，谢谢。如果1500左右呢，有什么好点的相机吗,1
求推荐一部一万左右的单反套机！！求推荐一部一万左右的单反套机！！谢谢！！,1
想买个本求推荐本人学生.没什么钱，所以价位不高6000以内，要求屏要好一点的。谢谢啊,0
#尼康花卉作品赏析# 【桃花】 （老阿推荐）1器材:NIKON D800镜头:35.0 mm f/1.4时间:2015-03-22 07:25:52.00快门:1/250光圈:F/16.0焦距:35毫米感光度:502器材:NIKON D800镜头:35.0 mm f/1.4时间:2015-03-22 07:28:49.60快门:1/250光圈:F/16.0焦距:35毫米感光,1
求推荐3000-4000的笔记本如题，想要买一款这个价位的笔记本，办公学生党。不玩大型游戏。,0
入机的那天在专柜的强烈推荐下，一时头晕买了60D 没钱只能用狗头 发点PP求高手指点器材:佳能 60D[佳能数码相机]时间:2012-11-18 15:12:25.00快门:1/80光圈:F/5.6焦距:50毫米感光度:320器材:佳能 60D[佳能数码相机]镜头:佳能 EF-S 18-55mm f/3.5-5.6 IS II[佳能镜头]时间:2012-11-18 15:11:51.00快门,1
大家给推荐个播放器大家都用什么播放器阿,0
请各位推荐一款相机本人计划买一相机，但是对这一行业不了解，希望各位推荐几款不错的相机。 价格在1000-2000。 主要是家庭使用。 还有购买相机时需要注意什么？评价一台相机看哪些参数？ 谢谢各位！,1
华为Nova2的亮点推荐各位大佬，华为Nova2刚买时的界面上是否有亮点推荐这app，,2
请大家再推荐两位版主！为搞好论坛，需要增加两位版主，本人提名：天边一只鸟（SX40），晒太阳（SX30），仅供参考！,1
华为mate9和p10plus，请推荐华为mate9和p10plus，哪个更好?更关心性能和流畅度，拍照也要好,2
"求推荐闪光灯,引闪器等.现有D7000相机一个,SB700灯一个,想玩双闪,另购一个1000元以下的副厂灯,本人不喜欢内置闪光灯所以还要个引闪器,请大家帮忙推荐下.",1
"wx1,f85或其它机型求推荐。。。本来偏向f85，但好像手动功能更强大一些，本人业余家用型，拍来拍去还是用固定几个模式的比较多，所以纠结了 比较喜欢f85的强化主体对焦，然而这个似乎看坛子里高手用微距也可以拍出来的？是否可有可无呢？ 现在在考",1
小弟想买台玩魔兽的笔记本朋友推荐DV3 2309有达达指点一下么如题如题如题如题如题如题如题如题如题如题如题,0
"推荐帖论坛各位好友; 我看拥有zs20机器的人数也不少. 但论坛稍显冷清. 相互交流也不热烈. 个人感觉缺版主! 目前论坛只有""波比家园"" 好友一人当版主. 的确孤掌难鸣! 我觉得""ygyl_""好友可担当此任. ygyl_好友理论知识较丰富.",1
求大神推荐笔记本对笔记本白纸一张，求推荐3000左右的笔记本，日常办公，家里有线或WIFI玩下网络游戏足矣。,0
8000以下的笔记本 求推荐本人今年高考 学生用 要配置高的 最好可以玩一般的单机游戏 要薄一点 ！散热什么的也要好的 游戏不怎么玩 但是配置一定要带的动,0
推荐下4500以下华硕笔记本外观黑色，带刻录。平常就简单的上网，看电影，玩在线游戏。,0
最近想入台神船的笔记本，求推荐~独显选GTX950M的够用吗？超级本不考虑哈~性能太差了。。,0
UV镜，遮光罩推荐下！求助刚苏宁入手了60D 18-135套机，抢购的！然后没有UV镜，也没有遮光罩等，大家好心推荐下呀，UV镜是不是如果一般的干脆不用呢？哎哟哟，菜鸟一只，望好心人推荐下自己用的不错的，在此感激不尽！,1
想进个50D，家庭一般使用，请大家推荐一下配那个头好？兼顾旅游，和人像。 谢谢各位~~,1
请朋友们推荐一个百元左右，g3能用的三脚架，谢谢了请朋友们推荐一个百元左右，g3能用的三脚架，谢谢了,1
小弟想买台笔记本，主要用于学习，求大神推荐。大一党，主要用途如题。 价格是3500到4000，偶尔玩玩DNF，质量好，不卡就得。 求推荐，小弟谢过了～,0
【【【5000左右推荐什么电脑】】】】】rt望各位大大指点 指点 急用,0
求大神推荐个4000左右，玩游戏的本本，谢谢求推荐,0
求推荐一款单反预算2万，主要用于拍摄运动照片，如羽毛球，篮球。,1
来一场心灵的旅行吧！数码摄影论坛3月旅游风景地月度推荐写在前篇：如果正在看帖的你，是一个温柔美丽贤淑大方的女摄影师，在这个专属女人的节日里，笔者代表数码影像论坛全体员工及网友向您道一声“节日快乐”！如果正在看帖的你，是一个被女人爱着的男摄影师，那么请对你,1
如何选择KR 三脚架 请大家来推荐想买个三脚架 200左右的 不知道选择什么牌子的 有用三脚架的朋友来 报报你用的是哪款 谢谢 ！,1
求推荐一款华硕3000到4000的本本，A550DP5750怎么样，AMDA10的处理器,0
大家的50D用的什么快门线？请推荐一下。从淘宝上订了一款永诺的218-c3，今天收到货以后按照说明书操作不能实现遥控快门，快门动作不执行。已经联系办理退货了。 不知各位50D好友用的什么快门线？谢谢分享。,1
推荐一款笔记本帮忙推荐一款笔记本，价格3800——4100性能好一点的，说出具体品牌型号，谢谢。本人不爱联想。,0
想给老人买个性能安全的直板手机，请大家推荐下想给老人买个性能安全的直板手机，请大家推荐下,2
推荐大一家一个特别的Q群，综合长焦相机摄影交流群综合长焦相机摄影交流群1：44391592欢迎SX50 FZ200 S205 HX100 P510 HS33 Z990FZ150 SX40 FZ47 HX200 HS22 P500 S4000 FZ35 Z981 FJSXXXX 等机友入群交流方便长焦机友一起交流，对比PK照片,1
求推荐台组装机能完美运行各种大型游戏，价格大概在5000左右，当然这里包括显示器。求各位大神出出主意！,0
[推荐贴]推荐深山清泉006和迷你世界为550D论坛版主550D作为2010年热门机型，人气异常火爆，论坛发帖量日益增多，广告也随之泛滥，使论坛管理难度加大。目前550D论坛缺乏人手管理论坛，为了进一步加强550D论坛的管理与发展，我与条友好摄版主讨论决定推荐两位论坛会员,1
